time,value,field,id
2025-09-24T11:00:00Z,0,ch2o,110290
2025-09-24T12:00:00Z,0,ch2o,110290
2025-09-24T13:00:00Z,0,ch2o,110290
2025-09-24T14:00:00Z,0,ch2o,110290
2025-09-24T15:00:00Z,0,ch2o,110290
2025-09-24T16:00:00Z,0,ch2o,110290
2025-09-24T17:00:00Z,0,ch2o,110290
2025-09-24T18:00:00Z,0,ch2o,110290
2025-09-24T19:00:00Z,0,ch2o,110290
2025-09-24T20:00:00Z,0,ch2o,110290
2025-09-24T21:00:00Z,0,ch2o,110290
2025-09-24T22:00:00Z,0,ch2o,110290
2025-09-24T23:00:00Z,0,ch2o,110290
2025-09-25T00:00:00Z,0,ch2o,110290
2025-09-25T01:00:00Z,0,ch2o,110290
2025-09-25T02:00:00Z,0,ch2o,110290
2025-09-25T03:00:00Z,0,ch2o,110290
2025-09-25T04:00:00Z,0,ch2o,110290
2025-09-25T05:00:00Z,0,ch2o,110290
2025-09-25T06:00:00Z,0,ch2o,110290
2025-09-25T07:00:00Z,0,ch2o,110290
2025-09-25T08:00:00Z,0,ch2o,110290
2025-09-25T09:00:00Z,0,ch2o,110290
2025-09-25T10:00:00Z,0,ch2o,110290
2025-09-25T11:00:00Z,0,ch2o,110290
2025-09-25T12:00:00Z,0,ch2o,110290
2025-09-25T13:00:00Z,0,ch2o,110290
2025-09-25T14:00:00Z,0,ch2o,110290
2025-09-25T15:00:00Z,0,ch2o,110290
2025-09-25T16:00:00Z,0,ch2o,110290
2025-09-25T17:00:00Z,0,ch2o,110290
2025-09-25T18:00:00Z,0,ch2o,110290
2025-09-25T19:00:00Z,0,ch2o,110290
2025-09-25T20:00:00Z,0,ch2o,110290
2025-09-25T21:00:00Z,0,ch2o,110290
2025-09-25T22:00:00Z,0,ch2o,110290
2025-09-25T23:00:00Z,0,ch2o,110290
2025-09-26T00:00:00Z,0,ch2o,110290
2025-09-26T01:00:00Z,0,ch2o,110290
2025-09-26T02:00:00Z,0,ch2o,110290
2025-09-26T03:00:00Z,0,ch2o,110290
2025-09-26T04:00:00Z,0,ch2o,110290
2025-09-26T05:00:00Z,0,ch2o,110290
2025-09-26T06:00:00Z,0,ch2o,110290
2025-09-26T07:00:00Z,0,ch2o,110290
2025-09-26T08:00:00Z,0,ch2o,110290
2025-09-26T09:00:00Z,0,ch2o,110290
2025-09-26T10:00:00Z,0,ch2o,110290
2025-09-26T11:00:00Z,0,ch2o,110290
2025-09-26T12:00:00Z,0,ch2o,110290
2025-09-26T13:00:00Z,0,ch2o,110290
2025-09-26T14:00:00Z,0,ch2o,110290
2025-09-26T15:00:00Z,0,ch2o,110290
2025-09-26T16:00:00Z,0,ch2o,110290
2025-09-26T17:00:00Z,0,ch2o,110290
2025-09-26T18:00:00Z,0,ch2o,110290
2025-09-26T19:00:00Z,0,ch2o,110290
2025-09-26T20:00:00Z,0,ch2o,110290
2025-09-26T21:00:00Z,0,ch2o,110290
2025-09-26T22:00:00Z,0,ch2o,110290
2025-09-26T23:00:00Z,0,ch2o,110290
2025-09-27T00:00:00Z,0,ch2o,110290
2025-09-24T11:00:00Z,0,ch2o,110380
2025-09-24T12:00:00Z,0,ch2o,110380
2025-09-24T13:00:00Z,0,ch2o,110380
2025-09-24T14:00:00Z,0,ch2o,110380
2025-09-24T15:00:00Z,0,ch2o,110380
2025-09-24T16:00:00Z,0,ch2o,110380
2025-09-24T17:00:00Z,0,ch2o,110380
2025-09-24T18:00:00Z,0,ch2o,110380
2025-09-24T19:00:00Z,0,ch2o,110380
2025-09-24T20:00:00Z,0,ch2o,110380
2025-09-24T21:00:00Z,0,ch2o,110380
2025-09-24T22:00:00Z,0,ch2o,110380
2025-09-24T23:00:00Z,0,ch2o,110380
2025-09-25T00:00:00Z,0,ch2o,110380
2025-09-25T01:00:00Z,0,ch2o,110380
2025-09-25T02:00:00Z,0,ch2o,110380
2025-09-25T03:00:00Z,0,ch2o,110380
2025-09-25T04:00:00Z,0,ch2o,110380
2025-09-25T05:00:00Z,0,ch2o,110380
2025-09-25T06:00:00Z,0,ch2o,110380
2025-09-25T07:00:00Z,0,ch2o,110380
2025-09-25T08:00:00Z,0,ch2o,110380
2025-09-25T09:00:00Z,0,ch2o,110380
2025-09-25T10:00:00Z,0,ch2o,110380
2025-09-25T11:00:00Z,0,ch2o,110380
2025-09-25T12:00:00Z,0,ch2o,110380
2025-09-25T13:00:00Z,0,ch2o,110380
2025-09-25T14:00:00Z,0,ch2o,110380
2025-09-25T15:00:00Z,0,ch2o,110380
2025-09-25T16:00:00Z,0,ch2o,110380
2025-09-25T17:00:00Z,0,ch2o,110380
2025-09-25T18:00:00Z,0,ch2o,110380
2025-09-25T19:00:00Z,0,ch2o,110380
2025-09-25T20:00:00Z,0,ch2o,110380
2025-09-25T21:00:00Z,0,ch2o,110380
2025-09-25T22:00:00Z,0,ch2o,110380
2025-09-25T23:00:00Z,0,ch2o,110380
2025-09-26T00:00:00Z,0,ch2o,110380
2025-09-26T01:00:00Z,0,ch2o,110380
2025-09-26T02:00:00Z,0,ch2o,110380
2025-09-26T03:00:00Z,0,ch2o,110380
2025-09-26T04:00:00Z,0,ch2o,110380
2025-09-26T05:00:00Z,0,ch2o,110380
2025-09-26T06:00:00Z,0,ch2o,110380
